asset_id,asset_type,latitude,longitude,region
CA-HOU-00115,house,37.4542,-122.8018,San Francisco
CA-HOU-00116,house,38.932,-122.3925,Sacramento
CA-HOU-00117,house,38.009,-121.8536,Sacramento
CA-HOU-00118,house,32.5,-118.2724,San Diego
CA-HOS-00119,hospital,34.6082,-116.7784,Los Angeles
CA-HOS-00120,hospital,41.105,-122.218,Redding
CA-HOU-00121,house,35.1883,-119.0501,Santa Barbara
CA-HOU-00122,house,32.5,-119.0185,Los Angeles
CA-HOU-00123,house,37.3638,-121.6579,San Francisco
CA-TRA-00124,transformer,32.5065,-116.8672,San Diego
CA-HOU-00125,house,34.5223,-120.2671,Santa Barbara
CA-POW-00126,power_line,39.9185,-122.0554,Redding
CA-HOU-00127,house,32.8421,-118.0779,Los Angeles
CA-HOU-00128,house,38.3902,-122.2336,Sacramento
CA-SCH-00129,school,35.4553,-118.3652,Bakersfield
CA-HOU-00130,house,37.0832,-124.3977,San Francisco
CA-HOU-00131,house,37.3527,-119.6595,Fresno
CA-HOU-00132,house,35.2898,-117.3092,Los Angeles
CA-HOU-00133,house,38.3258,-121.6807,Sacramento
CA-HOU-00134,house,34.1259,-117.24,Riverside
CA-HOS-00135,hospital,40.5908,-122.0828,Redding
CA-HOU-00136,house,32.5,-120.1967,Los Angeles
CA-HOS-00137,hospital,32.5,-116.4182,San Diego
CA-HOU-00138,house,33.4906,-117.3764,Los Angeles
CA-HOU-00139,house,32.5,-116.7279,San Diego
CA-HOU-00140,house,39.751,-121.9668,Sacramento
CA-TRA-00141,transformer,35.2337,-116.2066,Los Angeles
CA-TRA-00142,transformer,37.4715,-123.9145,San Francisco
CA-HOU-00143,house,34.5112,-119.2093,Santa Barbara
CA-SCH-00144,school,37.6566,-121.7899,Sacramento
CA-TRA-00145,transformer,32.5,-115.4152,San Diego
CA-TRA-00146,transformer,36.3997,-120.4293,Fresno
CA-HOU-00147,house,36.7475,-120.0963,Fresno
CA-TRA-00148,transformer,34.5525,-118.4268,Los Angeles
CA-SCH-00149,school,35.836,-120.3328,San Jose
CA-HOU-00150,house,35.9844,-118.9121,Bakersfield
CA-HOS-00151,hospital,35.1647,-119.3042,Los Angeles
CA-HOU-00152,house,37.0204,-119.9923,Fresno
CA-SHE-00153,shelter,37.6659,-121.2388,San Francisco
CA-TRA-00154,transformer,37.3973,-121.3505,San Francisco
CA-HOS-00155,hospital,38.3314,-122.8712,San Jose
CA-HOU-00156,house,32.6893,-116.6136,Los Angeles
CA-HOU-00157,house,36.0069,-122.5544,San Jose
CA-TRA-00158,transformer,34.5989,-117.3565,Riverside
CA-HOU-00159,house,37.856,-123.0965,San Jose
CA-SHE-00160,shelter,32.5,-117.9973,San Diego
CA-HOS-00161,hospital,33.2484,-116.4044,San Diego
CA-HOU-00162,house,36.6004,-119.5361,Fresno
CA-HOU-00163,house,38.5625,-120.3589,Sacramento
CA-POW-00164,power_line,33.0221,-119.645,Los Angeles
CA-HOU-00165,house,39.672,-121.6712,Sacramento
CA-HOU-00166,house,35.0617,-118.2267,Bakersfield
CA-TRA-00167,transformer,38.1849,-121.7427,San Francisco
CA-HOU-00168,house,33.9437,-119.4921,Santa Barbara
CA-HOU-00169,house,36.8039,-120.1261,Fresno
CA-HOU-00170,house,38.9935,-121.1412,Sacramento
CA-HOU-00171,house,36.8216,-118.9213,Fresno
CA-HOS-00172,hospital,34.4364,-115.9419,Los Angeles
CA-POW-00173,power_line,33.9532,-118.0522,Riverside
CA-SCH-00174,school,36.1743,-118.5408,Bakersfield
CA-SHE-00175,shelter,34.9803,-118.8371,Santa Barbara
CA-SHE-00176,shelter,34.4669,-117.6599,Los Angeles
CA-SCH-00177,school,36.2475,-116.6817,Los Angeles
CA-HOU-00178,house,33.2891,-118.1197,Los Angeles
CA-HOU-00179,house,38.2641,-122.8307,San Francisco
CA-TRA-00180,transformer,32.5,-117.3944,San Diego
CA-HOU-00181,house,38.8019,-120.8352,Sacramento
CA-HOU-00182,house,35.5506,-118.3831,Los Angeles
CA-HOU-00183,house,32.9365,-119.1101,Los Angeles
CA-POW-00184,power_line,35.5339,-118.3084,Bakersfield
CA-POW-00185,power_line,32.5,-117.2319,San Diego
CA-HOU-00186,house,35.7296,-118.5579,Bakersfield
CA-HOU-00187,house,33.9783,-117.395,Los Angeles
CA-EME-00188,emergency_center,38.1801,-121.4029,Sacramento
CA-TRA-00189,transformer,34.3262,-120.1805,Santa Barbara
CA-TRA-00190,transformer,37.8188,-119.7991,Sacramento
CA-SHE-00191,shelter,36.0086,-119.218,Los Angeles
CA-SCH-00192,school,37.7334,-121.3017,San Jose
CA-TRA-00193,transformer,37.54,-122.2517,San Francisco
CA-HOU-00194,house,38.0897,-121.5976,San Jose
CA-SHE-00195,shelter,33.9443,-119.7443,Los Angeles
CA-TRA-00196,transformer,39.6549,-121.5727,Sacramento
CA-HOU-00197,house,35.3203,-116.5515,Los Angeles
CA-HOU-00198,house,36.045,-119.8593,Fresno
CA-HOU-00199,house,32.5,-116.6858,San Diego
CA-POW-00200,power_line,32.5,-119.0458,Los Angeles
CA-POW-00201,power_line,37.8745,-121.1862,Sacramento
CA-HOU-00202,house,33.3598,-117.9179,Los Angeles
CA-SHE-00203,shelter,36.2787,-121.6241,San Jose
CA-HOU-00204,house,40.9365,-122.4521,Redding
CA-HOU-00205,house,36.4576,-120.2253,Fresno
CA-POW-00206,power_line,39.0971,-122.0782,Sacramento
CA-HOU-00207,house,33.8047,-119.1728,Los Angeles
CA-HOU-00208,house,37.8634,-122.1489,San Jose
CA-HOU-00209,house,36.5701,-121.6822,San Jose
CA-TRA-00210,transformer,33.8625,-119.0627,Los Angeles
CA-HOU-00211,house,35.2025,-119.0409,Bakersfield
CA-TRA-00212,transformer,32.7237,-116.1549,San Diego
CA-HOU-00213,house,32.5,-116.3272,San Diego
CA-EME-00214,emergency_center,35.7218,-118.7022,Fresno
CA-HOU-00215,house,38.5056,-122.768,San Francisco
CA-HOS-00216,hospital,32.5,-116.3661,San Diego
CA-HOU-00217,house,32.5,-119.7134,Los Angeles
CA-HOU-00218,house,36.5144,-123.0337,San Francisco
CA-TRA-00219,transformer,33.8272,-117.6399,Riverside
CA-SCH-00220,school,34.4658,-120.0655,Los Angeles
CA-HOU-00221,house,38.23,-123.1885,San Francisco
CA-SCH-00222,school,40.7828,-122.0545,Redding
CA-POW-00223,power_line,34.2188,-117.3812,Los Angeles
CA-HOS-00224,hospital,34.7333,-120.2857,Santa Barbara
CA-TRA-00225,transformer,34.1638,-119.4992,Santa Barbara
CA-HOU-00226,house,35.6816,-116.3056,Los Angeles
CA-POW-00227,power_line,33.6667,-116.2687,San Diego
CA-HOU-00228,house,32.7411,-116.4091,San Diego
CA-HOU-00229,house,37.305,-122.3379,San Francisco
CA-HOU-00230,house,33.4874,-116.0804,Los Angeles
CA-HOU-00231,house,34.796,-116.2613,Los Angeles
CA-TRA-00232,transformer,34.1952,-117.6089,Los Angeles
CA-HOU-00233,house,32.5,-116.7901,Los Angeles
CA-TRA-00234,transformer,35.2588,-119.6677,Bakersfield
CA-HOU-00235,house,34.2839,-119.5314,Santa Barbara
CA-HOS-00236,hospital,33.8754,-116.751,Los Angeles
CA-HOS-00237,hospital,38.8161,-121.7295,San Francisco
CA-POW-00238,power_line,40.9667,-121.9747,Redding
CA-HOU-00239,house,33.7483,-118.1314,San Diego
CA-HOU-00240,house,39.0896,-120.7904,Sacramento
CA-HOU-00241,house,33.8889,-119.6814,Los Angeles
CA-HOU-00242,house,32.5,-117.624,San Diego
CA-HOU-00243,house,40.6069,-123.1685,Redding
CA-TRA-00244,transformer,37.5382,-123.1786,San Francisco
CA-TRA-00245,transformer,35.7581,-120.1205,Los Angeles
CA-HOU-00246,house,32.6543,-117.9827,San Diego
CA-TRA-00247,transformer,40.5021,-121.9493,Redding
CA-HOU-00248,house,38.4342,-122.9912,San Francisco
CA-TRA-00249,transformer,35.2408,-119.1534,Bakersfield
CA-HOU-00250,house,35.4365,-118.6952,Bakersfield
CA-HOU-00251,house,33.8023,-117.088,Los Angeles
CA-HOU-00252,house,33.2337,-117.0688,San Diego
CA-TRA-00253,transformer,36.3981,-121.9931,San Jose
CA-HOU-00254,house,37.5589,-122.6227,San Francisco
CA-HOS-00255,hospital,32.961,-119.8973,Los Angeles
CA-EME-00256,emergency_center,40.1924,-122.7732,Redding
CA-EME-00257,emergency_center,37.3731,-122.3544,San Jose
CA-HOU-00258,house,34.3196,-117.4622,Riverside
CA-SCH-00259,school,34.4832,-117.0187,Los Angeles
CA-HOU-00260,house,32.5787,-118.6439,Los Angeles
CA-HOU-00261,house,33.0421,-116.0501,San Diego
CA-HOU-00262,house,34.0196,-118.7701,Los Angeles
CA-HOS-00263,hospital,41.006,-122.6371,Redding
CA-HOU-00264,house,34.2318,-118.903,Los Angeles
CA-TRA-00265,transformer,38.0692,-121.8055,San Francisco
CA-TRA-00266,transformer,33.0663,-116.6138,Los Angeles
CA-POW-00267,power_line,34.3943,-116.7221,Los Angeles
CA-HOU-00268,house,34.3734,-117.7673,Los Angeles
CA-HOU-00269,house,38.3863,-122.224,San Francisco
CA-HOU-00270,house,38.6216,-121.6674,Sacramento
CA-TRA-00271,transformer,37.6389,-122.0098,San Francisco
CA-HOU-00272,house,35.746,-123.077,San Francisco
CA-HOU-00273,house,34.0637,-119.1258,Los Angeles
CA-EME-00274,emergency_center,36.7332,-122.8062,San Francisco
CA-TRA-00275,transformer,32.5,-118.575,San Diego
CA-HOU-00276,house,35.2554,-116.8905,Los Angeles
CA-TRA-00277,transformer,38.2665,-121.2119,Sacramento
CA-TRA-00278,transformer,37.1006,-123.4217,San Francisco
CA-HOU-00279,house,39.3982,-121.1991,Sacramento
CA-HOU-00280,house,33.6401,-118.8592,Los Angeles
CA-HOU-00281,house,33.8781,-117.893,Riverside
CA-POW-00282,power_line,33.6673,-117.1066,Los Angeles
CA-HOU-00283,house,35.5226,-118.5954,Los Angeles
CA-HOU-00284,house,37.4393,-119.8728,Fresno
CA-HOU-00285,house,34.0962,-119.1677,Los Angeles
CA-HOU-00286,house,36.9463,-122.523,San Jose
CA-HOU-00287,house,40.581,-122.5831,Redding
CA-SCH-00288,school,34.0984,-116.786,Riverside
CA-HOU-00289,house,36.8148,-121.1133,San Jose
CA-HOU-00290,house,41.0317,-122.0879,Redding
CA-HOU-00291,house,32.5,-117.2643,San Diego
CA-HOU-00292,house,34.42,-117.9064,Riverside
CA-HOU-00293,house,38.1118,-123.202,San Francisco
CA-POW-00294,power_line,34.7956,-119.987,Santa Barbara
CA-SCH-00295,school,34.2009,-118.2682,Los Angeles
CA-HOU-00296,house,34.0325,-119.8088,Santa Barbara
CA-HOU-00297,house,35.6204,-120.0328,Bakersfield
CA-HOU-00298,house,33.848,-117.7298,Riverside
CA-HOU-00299,house,35.9321,-118.5204,Los Angeles
CA-TRA-00300,transformer,39.3419,-121.9848,Sacramento
CA-TRA-00301,transformer,33.2368,-117.6691,Los Angeles
CA-HOU-00302,house,36.3753,-119.5328,Fresno
CA-POW-00303,power_line,33.1723,-115.9677,Los Angeles
CA-TRA-00304,transformer,33.2858,-118.6294,Los Angeles
CA-HOU-00305,house,32.9985,-118.8244,Los Angeles
CA-TRA-00306,transformer,34.0552,-117.494,Riverside
CA-EME-00307,emergency_center,37.29,-121.9387,San Francisco
CA-TRA-00308,transformer,33.2098,-117.8154,San Diego
CA-HOU-00309,house,38.9946,-121.0235,Sacramento
CA-HOU-00310,house,37.1168,-116.4975,Los Angeles
CA-HOU-00311,house,39.2683,-122.2098,Sacramento
CA-POW-00312,power_line,37.7433,-123.0439,San Jose
CA-HOU-00313,house,37.836,-123.663,San Francisco
CA-POW-00314,power_line,37.5498,-122.9961,San Francisco
CA-POW-00315,power_line,32.8421,-116.1538,San Diego
CA-TRA-00316,transformer,33.6593,-119.5226,Santa Barbara
CA-HOU-00317,house,39.0517,-121.7975,Sacramento
CA-TRA-00318,transformer,34.0853,-119.6938,Santa Barbara
CA-TRA-00319,transformer,38.5787,-121.5719,Sacramento
CA-HOU-00320,house,32.5,-117.3262,San Diego
CA-SCH-00321,school,34.409,-115.6294,Los Angeles
CA-HOU-00322,house,33.5624,-117.3256,San Diego
CA-POW-00323,power_line,33.8152,-119.2031,Santa Barbara
CA-POW-00324,power_line,34.803,-116.6906,Los Angeles
CA-TRA-00325,transformer,35.6796,-118.9068,Los Angeles
CA-HOS-00326,hospital,36.3842,-122.0036,San Francisco
CA-TRA-00327,transformer,38.1056,-121.951,San Francisco
CA-TRA-00328,transformer,34.5705,-116.8487,Riverside
CA-SCH-00329,school,35.1543,-117.6369,Los Angeles
CA-HOU-00330,house,34.7663,-119.3394,Santa Barbara
CA-HOU-00331,house,37.3229,-121.9714,San Jose
CA-SCH-00332,school,34.1177,-120.315,Santa Barbara
CA-TRA-00333,transformer,38.3192,-120.8626,Sacramento
CA-HOU-00334,house,36.3271,-119.2619,Bakersfield
CA-HOU-00335,house,38.6264,-122.4555,San Francisco
CA-HOU-00336,house,37.7903,-121.9933,San Francisco
CA-SCH-00337,school,37.0887,-121.4392,San Francisco
CA-HOU-00338,house,36.4661,-120.059,Fresno
CA-HOU-00339,house,36.5066,-122.3051,San Francisco
CA-HOU-00340,house,34.003,-117.4532,Los Angeles
CA-HOU-00341,house,34.5405,-119.4934,Santa Barbara
CA-TRA-00342,transformer,34.6009,-120.0054,Santa Barbara
CA-POW-00343,power_line,37.92,-122.2891,San Francisco
CA-TRA-00344,transformer,37.5262,-121.4119,Sacramento
CA-SCH-00345,school,34.837,-118.3725,Los Angeles
CA-TRA-00346,transformer,33.6711,-118.9798,Los Angeles
CA-POW-00347,power_line,38.141,-123.4122,San Francisco
CA-HOU-00348,house,37.557,-121.1242,San Francisco
CA-POW-00349,power_line,34.3579,-117.6415,Riverside
CA-HOU-00350,house,35.6879,-119.579,Bakersfield
CA-HOU-00351,house,37.9285,-121.7427,San Jose
CA-HOU-00352,house,40.5654,-122.7781,Redding
CA-HOU-00353,house,32.9002,-117.7689,San Diego
CA-SCH-00354,school,33.0049,-119.4148,Los Angeles
CA-SCH-00355,school,35.7965,-121.0293,Los Angeles
CA-HOU-00356,house,38.3239,-122.2435,San Francisco
CA-HOU-00357,house,32.5772,-119.2058,Los Angeles
CA-SCH-00358,school,32.8743,-117.673,Los Angeles
CA-HOU-00359,house,39.4737,-120.3084,Sacramento
CA-SHE-00360,shelter,37.9234,-122.5563,San Francisco
CA-HOU-00361,house,38.7181,-121.4487,Sacramento
CA-HOU-00362,house,34.7197,-118.0192,Los Angeles
CA-HOU-00363,house,38.1959,-120.4794,San Jose
CA-HOU-00364,house,33.7542,-117.5394,Los Angeles
CA-HOU-00365,house,32.5267,-119.2843,Los Angeles
CA-HOU-00366,house,37.406,-119.992,Fresno
CA-SCH-00367,school,38.9457,-121.9288,Sacramento
CA-EME-00368,emergency_center,38.053,-122.9364,San Francisco
CA-HOU-00369,house,39.0393,-120.9775,Sacramento
CA-HOU-00370,house,38.1226,-122.3052,San Jose
CA-TRA-00371,transformer,34.3429,-119.4064,Santa Barbara
CA-HOU-00372,house,39.0213,-120.5628,Sacramento
CA-TRA-00373,transformer,34.4666,-120.3472,Los Angeles
CA-HOU-00374,house,37.0933,-120.5425,Fresno
CA-HOU-00375,house,35.8567,-120.3363,Fresno
CA-HOU-00376,house,35.69,-117.5132,Los Angeles
CA-SHE-00377,shelter,35.475,-119.2587,Bakersfield
CA-SCH-00378,school,34.1456,-117.0792,San Diego
CA-HOU-00379,house,36.1032,-119.6885,Fresno
CA-HOU-00380,house,34.0223,-119.7921,Los Angeles
CA-TRA-00381,transformer,37.9709,-123.363,San Francisco
CA-HOU-00382,house,40.0004,-122.306,Redding
CA-HOU-00383,house,37.6132,-121.2228,San Jose
CA-HOU-00384,house,37.2355,-119.484,Fresno
CA-POW-00385,power_line,36.7698,-122.366,San Jose
CA-HOU-00386,house,34.3253,-117.7336,Los Angeles
CA-HOU-00387,house,32.5,-117.9509,San Diego
CA-HOU-00388,house,36.4655,-118.5772,Bakersfield
CA-POW-00389,power_line,36.5751,-121.5187,San Jose
CA-HOU-00390,house,34.2793,-117.7074,Los Angeles
CA-HOS-00391,hospital,34.8895,-119.4945,Los Angeles
CA-POW-00392,power_line,38.4474,-122.4743,San Francisco
CA-SHE-00393,shelter,34.6687,-119.6387,Santa Barbara
CA-HOU-00394,house,32.5,-116.4784,San Diego
CA-HOS-00395,hospital,33.1092,-118.1491,Los Angeles
CA-HOU-00396,house,38.0146,-121.3501,San Francisco
CA-POW-00397,power_line,33.1322,-118.5448,Los Angeles
CA-EME-00398,emergency_center,33.3146,-117.1549,San Diego
CA-HOU-00399,house,34.3005,-120.1606,Los Angeles
CA-EME-00400,emergency_center,32.9479,-117.4708,Riverside
CA-TRA-00401,transformer,32.5,-118.3533,San Diego
CA-HOS-00402,hospital,35.4242,-116.4831,Los Angeles
CA-TRA-00403,transformer,34.5479,-119.4891,Santa Barbara
CA-TRA-00404,transformer,37.8422,-123.2376,San Francisco
CA-HOU-00405,house,34.4442,-119.4731,Santa Barbara
CA-TRA-00406,transformer,35.0986,-117.3129,Los Angeles
CA-POW-00407,power_line,37.3486,-120.708,San Jose
CA-HOU-00408,house,33.0334,-115.857,San Diego
CA-HOU-00409,house,34.6671,-118.524,San Diego
CA-HOU-00410,house,33.1281,-116.5998,Los Angeles
CA-HOU-00411,house,33.2447,-116.9715,Los Angeles
CA-SCH-00412,school,37.3871,-123.2095,San Francisco
CA-TRA-00413,transformer,33.6475,-120.0708,Santa Barbara
CA-HOU-00414,house,39.6567,-121.2762,Sacramento
CA-HOU-00415,house,37.8529,-121.9656,San Francisco
CA-HOU-00416,house,38.8779,-120.6256,Sacramento
CA-TRA-00417,transformer,34.9752,-120.6185,Los Angeles
CA-HOU-00418,house,34.185,-119.1972,Los Angeles
CA-HOU-00419,house,37.1946,-122.5299,San Francisco
CA-HOU-00420,house,34.4214,-117.1324,Riverside
CA-HOU-00421,house,32.5,-117.8233,San Diego
CA-HOU-00422,house,37.9732,-122.0992,San Francisco
CA-HOU-00423,house,40.9784,-122.9962,Redding
CA-HOU-00424,house,34.9324,-118.9881,Bakersfield
CA-HOU-00425,house,37.4558,-122.1414,San Francisco
CA-TRA-00426,transformer,40.0645,-122.4512,Redding
CA-HOU-00427,house,40.6579,-122.0875,Redding
CA-TRA-00428,transformer,35.6418,-122.5806,San Francisco
CA-POW-00429,power_line,38.2249,-121.8605,San Jose
CA-POW-00430,power_line,37.5665,-121.4618,San Francisco
CA-HOU-00431,house,35.8154,-118.5239,Los Angeles
CA-SCH-00432,school,34.2211,-118.0739,Los Angeles
CA-HOS-00433,hospital,33.0455,-116.7175,Los Angeles
CA-TRA-00434,transformer,33.0821,-117.5949,Los Angeles
CA-HOU-00435,house,37.5725,-122.4311,San Francisco
CA-HOU-00436,house,34.8575,-119.485,Los Angeles
CA-TRA-00437,transformer,40.5314,-122.5675,Redding
CA-HOU-00438,house,33.4273,-115.7066,Los Angeles
CA-SHE-00439,shelter,38.0811,-121.92,Sacramento
CA-HOU-00440,house,33.0887,-117.0762,San Diego
CA-HOU-00441,house,32.5,-116.6663,San Diego
CA-HOU-00442,house,37.5608,-122.2205,San Francisco
CA-TRA-00443,transformer,33.9048,-117.4064,Riverside
CA-POW-00444,power_line,38.0893,-122.0468,San Francisco
CA-POW-00445,power_line,35.589,-118.8976,Los Angeles
CA-HOU-00446,house,33.6693,-119.7611,Santa Barbara
CA-HOU-00447,house,33.2955,-116.9522,Riverside
CA-HOU-00448,house,33.2824,-117.4008,Los Angeles
CA-HOU-00449,house,32.5,-117.3322,San Diego
CA-POW-00450,power_line,35.0002,-115.2731,Los Angeles
CA-POW-00451,power_line,35.5779,-117.3304,Los Angeles
CA-POW-00452,power_line,35.316,-119.848,Bakersfield
CA-SHE-00453,shelter,36.82,-121.7734,San Francisco
CA-TRA-00454,transformer,36.903,-122.2894,San Jose
CA-HOU-00455,house,34.6472,-119.5075,Santa Barbara
CA-HOU-00456,house,32.9495,-119.6322,Los Angeles
CA-HOU-00457,house,34.1859,-119.6963,Los Angeles
CA-HOU-00458,house,34.5168,-117.9909,Los Angeles
CA-HOU-00459,house,36.9265,-121.552,San Jose
CA-HOU-00460,house,34.5807,-119.1776,Santa Barbara
CA-HOU-00461,house,34.0301,-117.9585,San Diego
CA-SCH-00462,school,36.6725,-122.6091,San Francisco
CA-TRA-00463,transformer,38.1808,-122.5164,Sacramento
CA-POW-00464,power_line,33.5469,-117.5016,Riverside
CA-HOU-00465,house,36.419,-121.4024,San Jose
CA-TRA-00466,transformer,34.0267,-116.3286,Los Angeles
CA-HOU-00467,house,36.8012,-119.3531,Fresno
CA-TRA-00468,transformer,34.2605,-119.0283,Los Angeles
CA-TRA-00469,transformer,34.2087,-116.6539,Los Angeles
CA-HOU-00470,house,38.4552,-120.952,Sacramento
CA-POW-00471,power_line,34.9348,-117.2157,Los Angeles
CA-HOU-00472,house,36.7967,-122.722,San Jose
CA-HOU-00473,house,37.1883,-121.0121,San Francisco
