timestamp,latitude,longitude,temperature,humidity,wind_speed,wind_direction,rainfall,pressure,drought_index,wildfire_occurred
2018-01-04 03:00:00,32.7512,-118.6558,13.19,81.58,27.67,265.13,0.47,1004.27,3.56,0
2018-01-04 05:00:00,38.2741,-118.3301,8.21,86.27,26.5,192.44,0.56,1027.02,2.54,0
2018-01-04 07:00:00,37.7181,-114.1978,15.15,71.75,14.93,324.49,1.27,1004.92,2.03,0
2018-01-04 08:00:00,39.8603,-121.7741,15.07,89.43,14.55,238.62,1.28,1014.07,2.08,0
2018-01-04 09:00:00,39.9153,-118.7972,10.82,78.99,14.02,288.5,6.77,1011.19,1.85,0
2018-01-04 10:00:00,36.6621,-118.5368,19.29,98.87,8.05,335.23,1.31,1010.27,1.93,0
2018-01-04 11:00:00,35.2315,-122.9945,24.81,71.18,29.04,70.49,8.2,1003.74,3.12,0
2018-01-04 11:00:00,33.4244,-122.5117,20.63,78.09,4.51,199.74,4.29,1017.62,2.19,0
2018-01-04 14:00:00,38.3076,-117.8102,17.68,87.19,12.89,186.06,14.58,1006.3,1.14,0
2018-01-04 17:00:00,35.0993,-120.1434,16.05,73.32,5.1,196.9,3.67,1012.02,3.6,0
2018-01-04 18:00:00,41.6641,-114.2045,6.6,88.25,31.73,87.14,7.3,1014.85,1.48,0
2018-01-04 19:00:00,32.9441,-122.257,16.78,86.56,20.02,43.17,2.5,1012.09,1.71,0
2018-01-04 19:00:00,41.6608,-119.7171,10.33,80.54,18.77,107.73,8.11,1010.4,0.0,0
2018-01-04 20:00:00,37.2096,-123.678,11.17,67.39,6.33,15.59,0.5,1019.91,3.48,0
2018-01-04 23:00:00,38.2626,-123.2046,7.2,99.75,23.3,18.0,16.14,1013.42,2.52,0
2018-01-05 01:00:00,38.0436,-118.987,10.42,84.96,22.12,345.24,14.51,1026.5,1.28,0
2018-01-05 02:00:00,39.6507,-119.255,11.55,87.5,12.13,188.49,0.85,1015.39,2.62,0
2018-01-05 02:00:00,33.3636,-116.4696,19.38,85.79,21.46,102.52,2.89,1007.94,3.37,0
2018-01-05 03:00:00,40.9346,-122.0298,8.73,93.87,5.14,165.08,6.17,1013.18,1.22,0
2018-01-05 04:00:00,40.0149,-123.7968,12.24,78.84,19.35,153.22,0.38,1033.17,0.0,0
2018-01-05 05:00:00,40.5766,-121.9656,7.33,81.29,9.49,55.55,11.99,1014.95,1.56,0
2018-01-05 06:00:00,37.1111,-117.3659,19.1,71.21,23.56,38.17,10.88,1023.94,3.17,0
2018-01-05 06:00:00,39.1291,-117.2238,12.44,84.54,13.85,26.93,3.51,1006.21,1.07,0
2018-01-05 07:00:00,36.844,-120.6192,21.18,80.49,3.9,242.16,2.58,1016.7,2.71,0
2018-01-05 11:00:00,33.7384,-119.5846,21.37,74.64,21.3,184.76,3.38,1008.78,2.73,0
2018-01-05 11:00:00,35.3691,-114.1476,22.0,82.94,29.34,278.55,8.76,997.54,1.71,0
2018-01-05 12:00:00,35.1449,-115.2284,18.76,89.75,30.32,42.34,3.66,1012.86,4.41,0
2018-01-05 12:00:00,34.0773,-118.5163,24.49,82.68,4.43,38.09,0.8,1017.89,3.66,0
2018-01-05 13:00:00,34.7925,-121.1719,18.76,86.42,31.91,13.06,4.29,1011.25,2.85,0
2018-01-05 14:00:00,37.2359,-115.4881,17.01,70.31,4.54,313.32,6.72,1022.04,2.76,0
2018-01-05 17:00:00,36.511,-118.2248,9.84,82.23,13.78,157.05,9.49,1016.42,0.84,0
2018-01-05 19:00:00,35.6271,-115.5129,18.77,88.18,6.56,337.37,0.87,1015.6,3.01,0
2018-01-05 21:00:00,41.1139,-117.2983,7.0,97.39,1.07,127.75,0.88,1020.15,0.44,1
2018-01-05 22:00:00,39.8977,-120.9105,11.12,85.43,19.8,273.7,17.5,997.17,2.18,0
2018-01-05 22:00:00,32.5239,-116.2856,18.99,73.94,19.81,123.57,6.27,1019.86,3.52,0
2018-01-06 03:00:00,37.9184,-119.7723,7.72,92.6,7.13,286.44,3.39,1010.37,2.14,0
2018-01-06 05:00:00,39.1488,-122.6517,11.48,82.91,26.06,178.08,2.99,1014.82,2.53,0
2018-01-06 06:00:00,33.0074,-117.3501,14.62,67.32,38.65,127.97,0.74,1007.47,2.42,0
2018-01-06 07:00:00,33.583,-118.3015,18.91,56.6,2.49,156.11,5.68,1019.56,3.89,0
2018-01-06 09:00:00,35.1463,-118.5441,19.54,80.78,14.4,220.39,3.99,1021.63,3.26,0
2018-01-06 09:00:00,38.3314,-118.7228,13.11,87.66,27.4,74.21,2.07,1017.4,2.71,0
2018-01-06 10:00:00,41.2697,-119.8993,12.36,85.55,12.04,284.79,2.66,1010.72,1.58,0
2018-01-06 11:00:00,37.1156,-114.7378,18.8,74.66,34.78,12.64,5.98,1021.76,2.67,0
2018-01-06 12:00:00,41.8319,-114.1403,11.46,84.31,24.04,20.55,10.68,1021.68,3.61,0
2018-01-06 13:00:00,41.399,-115.9552,14.27,83.6,3.63,0.82,2.61,1014.02,1.24,0
2018-01-06 15:00:00,38.5549,-117.8809,16.37,88.68,26.88,329.5,3.84,1011.38,1.41,0
2018-01-06 16:00:00,36.8508,-116.4143,14.33,85.81,12.2,19.43,0.54,1012.08,1.57,0
2018-01-06 16:00:00,38.975,-115.8438,11.96,77.91,29.81,320.49,0.24,1011.58,1.67,0
2018-01-06 16:00:00,40.0164,-122.0211,16.38,90.92,9.34,185.34,3.41,1004.5,2.57,0
2018-01-06 17:00:00,41.4592,-120.2984,12.51,90.63,28.58,169.78,2.92,1018.97,2.74,0
2018-01-06 17:00:00,39.6584,-114.8169,5.14,91.14,19.11,285.7,0.05,1010.01,2.2,0
2018-01-06 19:00:00,36.2198,-121.6326,14.82,58.12,13.11,177.41,2.4,1015.48,0.72,0
2018-01-06 20:00:00,37.1864,-115.4922,14.75,78.13,26.39,204.04,8.17,1017.39,1.57,0
2018-01-06 21:00:00,32.9466,-118.4847,13.57,72.04,29.25,116.15,9.58,1013.1,2.94,0
2018-01-06 22:00:00,32.7731,-117.366,15.95,79.55,25.3,211.35,4.49,1013.67,4.06,0
2018-01-06 23:00:00,35.1744,-116.0099,17.81,82.72,23.06,206.53,6.4,1005.33,2.16,0
2018-01-07 00:00:00,40.1579,-114.9935,8.28,94.36,0.95,171.5,0.39,999.42,2.21,0
2018-01-07 01:00:00,35.5328,-117.8655,9.79,66.03,10.25,54.82,2.12,1020.41,2.48,0
2018-01-07 02:00:00,33.6107,-117.9595,12.12,83.27,21.51,339.88,0.43,1000.78,2.29,0
2018-01-07 02:00:00,35.8832,-116.8296,8.64,77.18,13.76,309.29,16.13,1004.95,4.06,0
2018-01-07 03:00:00,35.403,-122.6229,14.16,74.3,12.95,249.12,0.77,1011.54,4.01,0
2018-01-07 04:00:00,41.8985,-117.9092,4.37,82.52,19.51,2.44,5.96,1017.67,4.3,0
2018-01-07 04:00:00,41.7279,-116.4337,10.52,89.67,4.55,93.17,10.23,1004.5,2.36,0
2018-01-07 05:00:00,39.5008,-123.0858,16.24,80.37,21.54,15.73,2.0,1010.36,1.51,0
2018-01-07 06:00:00,40.3748,-122.5074,5.33,81.73,45.13,15.23,4.24,1020.72,1.74,0
2018-01-07 07:00:00,34.9116,-117.8219,12.62,85.67,11.37,321.34,0.59,1017.83,4.23,0
2018-01-07 08:00:00,37.6079,-120.924,13.39,78.41,25.37,172.9,1.55,1019.0,1.49,0
2018-01-07 10:00:00,41.9857,-117.9949,9.71,100.0,19.93,257.58,6.67,1007.97,1.22,0
2018-01-07 11:00:00,35.5705,-119.6192,22.49,84.22,21.99,349.58,1.31,1010.2,0.97,0
2018-01-07 12:00:00,41.8688,-119.7664,12.25,93.93,9.39,256.14,2.48,1021.6,0.55,0
2018-01-07 13:00:00,34.2884,-119.8101,15.29,78.1,20.18,290.79,3.27,1018.23,4.13,0
2018-01-07 14:00:00,38.3913,-120.9323,16.83,94.25,13.28,274.32,0.58,1021.04,1.21,0
2018-01-07 14:00:00,39.9284,-120.1137,14.94,77.0,5.96,295.44,6.02,1002.51,1.21,0
2018-01-07 15:00:00,38.1352,-124.1241,16.95,78.48,30.45,226.33,2.62,1003.04,0.62,0
2018-01-07 16:00:00,35.4346,-121.1765,15.91,87.13,23.36,156.38,4.87,1008.68,2.94,0
2018-01-07 16:00:00,40.2329,-121.1781,14.67,84.83,25.69,158.43,3.07,990.68,2.81,0
2018-01-07 18:00:00,34.4166,-118.4421,11.43,80.19,2.6,253.06,7.17,1023.4,1.16,0
2018-01-07 18:00:00,36.5877,-117.8078,9.45,69.52,10.09,170.42,5.88,1013.71,3.48,0
2018-01-07 19:00:00,35.1575,-119.9024,16.01,81.54,2.46,202.86,1.16,1015.51,4.65,0
2018-01-07 20:00:00,37.2062,-123.4034,9.78,73.57,4.9,336.47,5.82,1017.5,2.67,0
2018-01-07 21:00:00,36.1804,-115.4218,14.34,76.2,2.3,166.78,11.09,1019.78,0.92,0
2018-01-08 01:00:00,34.2014,-115.9581,12.53,96.36,29.34,57.16,11.61,1003.09,3.23,0
2018-01-08 03:00:00,39.5479,-118.4806,11.65,80.15,2.1,102.27,8.02,1016.09,2.27,0
2018-01-08 04:00:00,34.1779,-119.7101,15.32,77.69,17.06,77.4,8.67,1017.13,2.62,0
2018-01-08 04:00:00,37.6836,-115.7661,11.92,84.9,24.99,28.53,1.37,1017.21,2.11,0
2018-01-08 07:00:00,40.1435,-116.2852,15.81,82.74,14.04,148.14,3.99,1028.39,3.19,0
2018-01-08 08:00:00,37.0911,-118.1133,19.11,73.85,35.5,209.86,3.23,1021.52,1.04,0
2018-01-08 12:00:00,40.9252,-120.9507,16.11,88.87,10.54,207.03,0.55,1026.32,1.7,0
2018-01-08 12:00:00,36.5737,-118.0517,17.65,79.19,19.68,251.84,11.25,1008.55,3.09,0
2018-01-08 12:00:00,41.7217,-123.7997,16.74,98.36,31.41,70.21,2.43,1006.07,0.45,0
2018-01-08 13:00:00,32.7366,-122.5475,25.58,81.7,15.1,76.29,1.89,1010.33,3.16,0
2018-01-08 14:00:00,40.0152,-114.7222,11.47,91.63,1.6,350.47,1.24,1015.73,1.76,0
2018-01-08 15:00:00,39.2247,-114.8196,12.21,96.31,10.9,15.31,1.51,1009.91,0.61,0
2018-01-08 16:00:00,38.3052,-120.5554,15.68,84.52,21.03,232.66,4.9,992.16,2.51,0
2018-01-08 16:00:00,35.313,-121.8104,19.42,79.79,16.22,76.7,1.46,1017.16,3.66,0
2018-01-08 17:00:00,38.3018,-115.4282,13.89,83.85,20.66,282.69,2.46,1021.32,1.76,0
2018-01-08 17:00:00,38.1484,-115.7769,11.69,82.18,22.89,140.38,5.66,1000.06,2.69,0
2018-01-08 18:00:00,33.9193,-114.2152,16.21,76.17,6.17,134.64,1.94,1032.64,1.19,0
2018-01-08 18:00:00,40.8585,-120.4078,14.0,84.56,13.21,69.79,3.84,1013.96,2.79,0
2018-01-08 18:00:00,37.5788,-116.3673,17.2,72.12,10.24,182.82,2.81,1015.78,3.67,0
2018-01-08 18:00:00,33.346,-117.9595,19.15,99.72,22.07,103.46,0.97,1030.88,3.63,0
2018-01-08 20:00:00,36.2199,-123.4655,16.89,84.29,23.02,314.24,1.18,1016.74,2.37,0
2018-01-08 22:00:00,34.5569,-116.6643,14.93,56.9,16.3,84.14,3.95,1010.25,3.14,0
2018-01-08 22:00:00,34.102,-122.2739,11.39,88.07,10.16,197.0,1.09,1003.55,2.63,0
2018-01-09 02:00:00,41.4905,-121.8619,9.59,81.22,21.64,164.22,1.64,1015.71,0.74,0
2018-01-09 02:00:00,38.9109,-114.9638,6.37,88.56,8.72,355.51,5.37,1013.04,0.57,0
2018-01-09 03:00:00,35.3651,-120.4177,9.35,80.42,24.51,88.31,8.45,1012.06,0.74,0
2018-01-09 04:00:00,38.9443,-115.799,10.57,86.52,6.37,256.3,0.52,1005.63,1.8,0
2018-01-09 05:00:00,40.1289,-120.5538,8.29,91.45,1.37,201.71,0.1,1019.17,0.58,0
2018-01-09 05:00:00,35.5109,-122.3268,11.18,78.25,48.98,171.98,2.21,1010.38,1.93,0
2018-01-09 08:00:00,41.8557,-122.4363,14.6,87.72,17.98,249.11,0.54,1016.06,0.79,0
2018-01-09 10:00:00,40.8738,-120.0785,10.48,85.52,14.8,181.66,12.12,1005.27,1.65,0
2018-01-09 11:00:00,40.0727,-120.5395,17.12,84.66,8.19,52.36,16.96,1016.12,0.76,0
2018-01-09 13:00:00,39.2949,-121.6827,14.59,79.48,11.99,156.03,7.44,1001.91,2.19,0
2018-01-09 15:00:00,32.868,-120.6976,20.86,82.59,26.85,86.61,0.8,1012.55,3.83,0
2018-01-09 18:00:00,32.7128,-123.0085,17.87,75.95,16.18,90.3,0.76,1011.79,2.44,0
2018-01-09 18:00:00,34.0658,-124.3433,15.24,68.66,20.91,123.97,4.45,1011.72,5.4,0
2018-01-09 20:00:00,41.2108,-118.344,6.27,70.46,5.79,318.6,1.67,1011.09,0.88,0
2018-01-09 20:00:00,34.5647,-114.129,13.76,78.43,13.3,172.41,2.62,1018.76,0.78,0
2018-01-09 21:00:00,39.1608,-121.685,10.87,85.54,29.77,136.6,1.49,1003.05,3.23,0
2018-01-09 21:00:00,41.8091,-121.6236,2.92,83.54,12.59,266.58,1.23,1008.53,2.28,0
2018-01-09 23:00:00,41.4041,-114.2166,10.66,87.9,4.76,124.07,9.25,1026.4,4.25,0
2018-01-09 23:00:00,36.3028,-117.0564,14.95,78.83,23.41,296.17,14.74,1022.51,3.47,0
2018-01-10 00:00:00,38.9705,-114.5013,6.68,80.74,17.28,165.89,9.63,1002.63,1.48,0
2018-01-10 00:00:00,39.7133,-122.7422,9.24,93.18,9.01,351.67,3.04,1010.86,4.16,0
2018-01-10 03:00:00,37.7205,-123.662,10.14,85.94,24.37,282.37,6.01,1005.39,1.62,0
2018-01-10 03:00:00,37.4688,-122.3483,13.66,70.9,13.16,300.3,1.5,1016.87,1.38,0
2018-01-10 06:00:00,34.6233,-117.2199,20.53,81.17,14.41,265.56,1.72,1015.8,1.52,0
2018-01-10 06:00:00,38.9211,-114.8724,8.37,87.36,1.42,296.18,11.14,1013.57,2.33,0
2018-01-10 06:00:00,35.2911,-124.2516,19.26,80.61,31.33,206.91,2.66,1019.66,1.61,0
2018-01-10 07:00:00,35.4318,-118.8261,13.75,86.7,18.38,176.21,1.66,1008.75,1.11,0
2018-01-10 08:00:00,35.0242,-124.0965,18.93,72.83,20.07,250.57,6.29,1020.24,3.49,0
2018-01-10 09:00:00,33.1253,-114.602,19.36,73.95,6.54,199.75,0.81,1019.22,1.97,0
2018-01-10 10:00:00,40.5147,-120.987,18.36,88.11,30.76,236.21,5.75,1016.53,3.22,0
2018-01-10 11:00:00,40.6991,-116.1603,13.52,84.98,13.8,143.37,6.75,1012.9,0.0,0
2018-01-10 14:00:00,39.3757,-122.3711,12.44,86.72,33.89,86.54,2.89,1012.52,0.44,0
2018-01-10 15:00:00,41.3135,-120.2824,13.39,100.0,20.33,52.63,8.25,1021.47,2.34,0
2018-01-10 16:00:00,38.4977,-117.2283,15.64,90.53,25.17,264.02,5.39,1015.07,1.38,0
2018-01-10 17:00:00,38.5765,-117.0544,12.76,75.81,14.84,314.34,6.64,994.35,2.37,0
2018-01-10 18:00:00,40.9329,-115.2302,9.81,100.0,12.34,56.19,2.69,1024.82,0.0,0
2018-01-10 18:00:00,34.4812,-116.6693,17.39,79.53,3.76,134.21,2.34,1006.76,1.49,0
2018-01-10 19:00:00,36.6369,-120.8396,15.61,84.86,28.49,345.24,1.95,1016.38,1.28,0
2018-01-10 23:00:00,39.1893,-120.3259,9.84,81.41,42.62,44.01,4.48,1020.98,2.68,0
2018-01-10 23:00:00,35.0522,-117.8776,13.71,70.95,29.11,45.29,2.95,1010.51,2.87,0
2018-01-11 00:00:00,34.6719,-119.2768,9.47,74.85,26.93,160.1,0.46,1016.62,1.22,0
2018-01-11 01:00:00,41.0336,-122.1799,6.77,85.31,11.7,87.56,1.43,1005.6,1.09,0
2018-01-11 01:00:00,41.9621,-119.5648,8.51,77.01,12.07,359.2,1.86,1010.17,2.87,0
2018-01-11 02:00:00,36.1709,-119.1062,10.26,76.13,18.45,311.45,5.84,1020.75,3.16,0
2018-01-11 02:00:00,34.7477,-118.7241,14.41,93.31,9.11,198.2,9.44,1015.15,0.79,0
2018-01-11 03:00:00,36.3424,-123.2358,12.36,67.49,12.47,323.54,10.08,1020.2,3.35,0
2018-01-11 03:00:00,35.3866,-121.4483,11.87,85.47,21.34,274.24,3.22,1011.78,4.97,0
2018-01-11 06:00:00,40.3067,-114.3791,13.61,94.37,18.93,22.05,1.42,1016.54,0.0,0
2018-01-11 07:00:00,41.0591,-114.7728,14.59,94.86,24.48,325.06,0.2,1015.57,1.6,0
2018-01-11 09:00:00,36.2138,-122.3873,18.48,75.21,8.85,83.63,2.0,1007.36,1.94,0
2018-01-11 09:00:00,38.196,-119.1355,15.58,78.96,35.39,125.39,8.09,1011.49,2.74,0
2018-01-11 10:00:00,33.2483,-122.0414,22.31,87.13,36.8,170.56,2.5,998.87,3.04,0
2018-01-11 10:00:00,36.8908,-115.7473,14.72,78.85,20.23,323.98,0.28,1007.48,1.35,0
2018-01-11 12:00:00,32.565,-118.4766,25.5,64.9,29.31,184.34,0.42,1005.12,3.02,0
2018-01-11 12:00:00,38.8754,-115.6819,12.24,88.28,41.32,337.92,8.77,1024.34,1.99,0
2018-01-11 14:00:00,34.1722,-120.3209,15.9,65.5,14.01,346.22,1.61,1027.27,2.6,0
2018-01-11 14:00:00,40.8414,-120.7709,13.3,84.12,18.56,169.43,6.1,1020.33,1.95,0
2018-01-11 15:00:00,38.4853,-119.8361,14.9,76.01,33.19,50.61,0.64,1012.64,1.5,0
2018-01-11 15:00:00,41.3173,-119.4726,11.6,92.14,37.58,55.42,4.06,1015.2,0.94,0
2018-01-11 18:00:00,41.4126,-116.3092,17.25,74.25,16.32,337.75,1.1,1006.89,3.29,0
2018-01-11 18:00:00,34.1071,-121.5102,12.29,69.69,6.93,239.25,13.59,1019.95,3.45,0
2018-01-11 21:00:00,37.3751,-119.0997,14.08,89.07,8.23,57.74,2.24,1015.65,2.89,0
2018-01-11 22:00:00,34.3569,-115.0568,7.73,62.43,34.83,54.4,4.87,1000.43,3.25,0
2018-01-11 22:00:00,36.8048,-120.2613,12.79,84.59,19.92,252.3,7.98,1020.85,3.76,0
2018-01-11 22:00:00,36.7759,-116.5964,10.07,83.96,24.39,133.08,5.35,1012.5,2.94,0
2018-01-11 23:00:00,39.4896,-123.1556,5.26,77.65,24.26,240.77,3.67,1023.28,1.63,0
2018-01-11 23:00:00,41.7732,-123.4518,7.32,94.31,6.96,159.19,4.29,1006.4,2.92,0
2018-01-12 00:00:00,38.4752,-121.2579,8.96,86.08,16.49,7.54,0.02,1021.81,2.55,0
2018-01-12 01:00:00,40.2523,-120.3629,2.91,94.56,12.18,25.06,5.26,1006.27,1.97,0
2018-01-12 01:00:00,36.3348,-119.8137,13.77,71.88,14.98,142.1,0.87,1012.98,2.43,0
2018-01-12 01:00:00,33.1918,-118.0204,18.43,65.31,14.91,178.91,5.22,1007.06,3.79,0
2018-01-12 02:00:00,37.3894,-115.2955,17.21,82.33,10.2,163.39,0.31,1013.4,1.11,0
2018-01-12 06:00:00,41.0874,-122.7564,11.63,77.77,25.97,162.22,9.77,1011.32,0.67,0
2018-01-12 06:00:00,34.7824,-124.3236,21.11,76.84,29.63,234.17,9.8,1014.72,3.47,0
2018-01-12 09:00:00,34.9972,-115.7865,16.95,70.37,15.0,98.69,2.48,1011.5,1.01,0
2018-01-12 09:00:00,33.4955,-122.889,18.7,67.66,11.15,275.07,0.31,1018.42,2.18,0
2018-01-12 11:00:00,41.9698,-124.3455,18.09,87.87,9.32,138.82,0.26,1021.48,3.16,0
2018-01-12 11:00:00,36.44,-123.8686,21.6,78.94,14.6,151.97,0.73,1003.64,1.97,0
2018-01-12 11:00:00,35.3393,-116.7113,22.1,83.26,8.35,124.46,2.95,1000.25,2.05,0
2018-01-12 12:00:00,41.3043,-116.5158,16.99,72.11,19.22,237.02,2.39,1006.7,1.19,0
2018-01-12 12:00:00,40.2068,-122.2703,17.3,83.1,14.95,276.06,5.05,1017.84,1.83,0
2018-01-12 12:00:00,40.8312,-121.3146,16.88,86.29,5.97,155.2,3.74,1019.77,1.06,0
2018-01-12 13:00:00,41.5289,-119.3503,16.47,90.48,17.52,104.93,3.01,1013.77,1.74,0
2018-01-12 14:00:00,40.6395,-121.7623,17.94,88.77,15.42,108.91,4.99,1022.68,1.56,0
